country_code,year,rd_pct_gdp,country_name
AUS,2000,1.4697558,Australia
AUS,2002,1.642326874,Australia
AUS,2004,1.722729872,Australia
AUS,2006,1.995974542,Australia
AUS,2008,2.236172625,Australia
AUS,2010,2.172599178,Australia
AUS,2011,2.105158998,Australia
AUS,2013,2.083741877,Australia
AUS,2015,1.873241527,Australia
AUS,2017,1.788170341,Australia
AUS,2019,1.789939296,Australia
AUS,2021,1.658221012,Australia
AUS,2023,1.682148487,Australia
AUT,2000,1.896676434,Austria
AUT,2001,2.00256365,Austria
AUT,2002,2.081103678,Austria
AUT,2003,2.187012688,Austria
AUT,2004,2.182384764,Austria
AUT,2005,2.389416343,Austria
AUT,2006,2.3760013,Austria
AUT,2007,2.433598435,Austria
AUT,2008,2.586314275,Austria
AUT,2009,2.612791144,Austria
AUT,2010,2.743214888,Austria
AUT,2011,2.68566517,Austria
AUT,2012,2.933717835,Austria
AUT,2013,2.979928104,Austria
AUT,2014,3.112620516,Austria
AUT,2015,3.069176025,Austria
AUT,2016,3.133567033,Austria
AUT,2017,3.07376468,Austria
AUT,2018,3.108281143,Austria
AUT,2019,3.14405336,Austria
AUT,2020,3.207585201,Austria
AUT,2021,3.25565329,Austria
AUT,2022,3.168025003,Austria
AUT,2023,3.223760924,Austria
AUT,2024,3.264939544,Austria
BEL,2000,1.936195166,Belgium
BEL,2001,2.032791651,Belgium
BEL,2002,1.903247913,Belgium
BEL,2003,1.841195004,Belgium
BEL,2004,1.820504973,Belgium
BEL,2005,1.790606402,Belgium
BEL,2006,1.822692776,Belgium
BEL,2007,1.849994631,Belgium
BEL,2008,1.936839386,Belgium
BEL,2009,1.991344556,Belgium
BEL,2010,2.061295708,Belgium
BEL,2011,2.157385938,Belgium
BEL,2012,2.27079028,Belgium
BEL,2013,2.320470036,Belgium
BEL,2014,2.358574698,Belgium
BEL,2015,2.43496383,Belgium
BEL,2016,2.532907194,Belgium
BEL,2017,2.676542239,Belgium
BEL,2018,2.863654803,Belgium
BEL,2019,3.151540041,Belgium
BEL,2020,3.368232385,Belgium
BEL,2021,3.40589277,Belgium
BEL,2022,3.209599547,Belgium
BEL,2023,3.238811512,Belgium
BEL,2024,3.364457807,Belgium
CAN,2000,1.858470207,Canada
CAN,2001,2.021156042,Canada
CAN,2002,1.971694588,Canada
CAN,2003,1.967807056,Canada
CAN,2004,1.997333295,Canada
CAN,2005,1.971243467,Canada
CAN,2006,1.94299895,Canada
CAN,2007,1.903577511,Canada
CAN,2008,1.855777859,Canada
CAN,2009,1.917415394,Canada
CAN,2010,1.825037454,Canada
CAN,2011,1.787140592,Canada
CAN,2012,1.773039748,Canada
CAN,2013,1.706245298,Canada
CAN,2014,1.714824517,Canada
CAN,2015,1.693594535,Canada
CAN,2016,1.729024677,Canada
CAN,2017,1.687018047,Canada
CAN,2018,1.737193465,Canada
CAN,2019,1.755776696,Canada
CAN,2020,1.934135455,Canada
CAN,2021,1.870638981,Canada
CAN,2022,1.844834732,Canada
CAN,2023,1.935484306,Canada
CAN,2024,1.792668031,Canada
CAN,2025,1.805384057,Canada
CHE,2000,2.238910375,Switzerland
CHE,2004,2.575659745,Switzerland
CHE,2008,2.618634407,Switzerland
CHE,2012,2.827352426,Switzerland
CHE,2015,2.993660564,Switzerland
CHE,2017,2.99730447,Switzerland
CHE,2019,3.085606846,Switzerland
CHE,2021,3.150469561,Switzerland
CHE,2023,3.103760271,Switzerland
DEU,2000,2.386541373,Germany
DEU,2001,2.379195593,Germany
DEU,2002,2.40856456,Germany
DEU,2003,2.442322999,Germany
DEU,2004,2.402776358,Germany
DEU,2005,2.40265936,Germany
DEU,2006,2.430433933,Germany
DEU,2007,2.419182526,Germany
DEU,2008,2.571915784,Germany
DEU,2009,2.689612185,Germany
DEU,2010,2.677141377,Germany
DEU,2011,2.75105746,Germany
DEU,2012,2.826097354,Germany
DEU,2013,2.781443017,Germany
DEU,2014,2.822838427,Germany
DEU,2015,2.8759623,Germany
DEU,2016,2.884741723,Germany
DEU,2017,2.986808596,Germany
DEU,2018,3.047994485,Germany
DEU,2019,3.110452381,Germany
DEU,2020,3.088716876,Germany
DEU,2021,3.073686254,Germany
DEU,2022,3.043604611,Germany
