city,pollutant,unit,year,value,n_stations
Charlottetown,SO2,ppb,2024,0.2,1
Edmonton,SO2,ppb,2005,1.6,1
Edmonton,SO2,ppb,2006,1.3,1
Edmonton,SO2,ppb,2007,1.4,1
Edmonton,SO2,ppb,2009,1.4,1
Edmonton,SO2,ppb,2010,1.1,1
Edmonton,SO2,ppb,2011,1.1,1
Edmonton,SO2,ppb,2012,0.85,2
Edmonton,SO2,ppb,2013,1.05,2
Edmonton,SO2,ppb,2014,1.1,2
Edmonton,SO2,ppb,2015,0.83,4
Edmonton,SO2,ppb,2016,0.6,3
Edmonton,SO2,ppb,2017,0.6,3
Edmonton,SO2,ppb,2018,0.57,3
Edmonton,SO2,ppb,2019,0.57,3
Edmonton,SO2,ppb,2020,0.5,3
Edmonton,SO2,ppb,2021,0.53,3
Edmonton,SO2,ppb,2022,0.6,3
Edmonton,SO2,ppb,2023,0.5,3
Edmonton,SO2,ppb,2024,0.47,3
Halifax,SO2,ppb,2005,5.6,1
Halifax,SO2,ppb,2006,6.1,1
Halifax,SO2,ppb,2007,2.3,1
Halifax,SO2,ppb,2009,0.5,1
Halifax,SO2,ppb,2010,0.7,1
Halifax,SO2,ppb,2011,2.7,1
Halifax,SO2,ppb,2012,1.35,2
Halifax,SO2,ppb,2013,1.15,2
Halifax,SO2,ppb,2014,1.1,2
Halifax,SO2,ppb,2015,0.6,2
Halifax,SO2,ppb,2016,0.3,2
Halifax,SO2,ppb,2017,0.25,2
Halifax,SO2,ppb,2018,0.3,2
Halifax,SO2,ppb,2019,0.4,2
Halifax,SO2,ppb,2020,0.3,2
Halifax,SO2,ppb,2021,0.35,2
Halifax,SO2,ppb,2022,0.3,2
Halifax,SO2,ppb,2023,0.25,2
Halifax,SO2,ppb,2024,0.2,2
Hamilton,SO2,ppb,2005,5.3,1
Hamilton,SO2,ppb,2006,4.8,1
Hamilton,SO2,ppb,2007,3.85,2
Hamilton,SO2,ppb,2008,3.65,2
Hamilton,SO2,ppb,2009,3.15,2
Hamilton,SO2,ppb,2010,3.1,2
Hamilton,SO2,ppb,2011,4.65,2
Hamilton,SO2,ppb,2012,4.25,2
Hamilton,SO2,ppb,2013,3.85,2
Hamilton,SO2,ppb,2014,4.0,2
Hamilton,SO2,ppb,2015,3.5,2
Hamilton,SO2,ppb,2016,2.5,2
Hamilton,SO2,ppb,2017,2.75,2
Hamilton,SO2,ppb,2018,3.7,2
Hamilton,SO2,ppb,2019,4.15,2
Hamilton,SO2,ppb,2020,3.1,2
Hamilton,SO2,ppb,2021,3.5,2
Hamilton,SO2,ppb,2022,3.4,2
Hamilton,SO2,ppb,2023,3.05,2
Hamilton,SO2,ppb,2024,2.8,2
Kelowna,SO2,ppb,2005,0.2,1
Kelowna,SO2,ppb,2006,0.2,1
Kelowna,SO2,ppb,2007,0.3,1
Kelowna,SO2,ppb,2008,0.4,1
Kelowna,SO2,ppb,2009,0.5,1
Kelowna,SO2,ppb,2010,0.4,1
Kelowna,SO2,ppb,2011,0.3,1
Kelowna,SO2,ppb,2012,0.4,1
Kelowna,SO2,ppb,2013,0.4,1
Kelowna,SO2,ppb,2014,0.3,1
Kelowna,SO2,ppb,2015,0.4,1
Kelowna,SO2,ppb,2016,0.3,1
Kelowna,SO2,ppb,2017,0.3,1
Kelowna,SO2,ppb,2018,0.4,1
Kelowna,SO2,ppb,2020,0.3,1
Kelowna,SO2,ppb,2021,0.3,1
Kelowna,SO2,ppb,2022,0.3,1
Kelowna,SO2,ppb,2023,0.3,1
Kelowna,SO2,ppb,2024,0.3,1
Kitchener–Waterloo,SO2,ppb,2006,1.2,1
London,SO2,ppb,2005,2.3,1
London,SO2,ppb,2006,1.9,1
London,SO2,ppb,2007,1.9,1
London,SO2,ppb,2008,2.2,1
London,SO2,ppb,2009,1.0,1
London,SO2,ppb,2010,0.9,1
Montréal,SO2,ppb,2005,4.73,3
Montréal,SO2,ppb,2006,4.13,3
Montréal,SO2,ppb,2007,2.9,3
Montréal,SO2,ppb,2008,2.62,4
Montréal,SO2,ppb,2009,2.02,4
Montréal,SO2,ppb,2010,1.52,4
Montréal,SO2,ppb,2011,1.2,4
Montréal,SO2,ppb,2012,1.15,4
Montréal,SO2,ppb,2013,1.2,3
Montréal,SO2,ppb,2014,1.17,3
Montréal,SO2,ppb,2015,0.73,3
Montréal,SO2,ppb,2016,0.83,4
Montréal,SO2,ppb,2017,0.72,4
Montréal,SO2,ppb,2018,0.62,5
Montréal,SO2,ppb,2019,0.48,4
Montréal,SO2,ppb,2020,0.44,5
Montréal,SO2,ppb,2021,0.42,5
Montréal,SO2,ppb,2022,0.45,4
Montréal,SO2,ppb,2023,0.4,5
Montréal,SO2,ppb,2024,0.52,4
Ottawa–Gatineau,SO2,ppb,2005,1.2,2
Ottawa–Gatineau,SO2,ppb,2006,0.85,2
Ottawa–Gatineau,SO2,ppb,2007,0.73,3
Ottawa–Gatineau,SO2,ppb,2008,0.73,3
Ottawa–Gatineau,SO2,ppb,2009,0.55,2
Ottawa–Gatineau,SO2,ppb,2010,0.2,2
Ottawa–Gatineau,SO2,ppb,2011,0.25,2
Ottawa–Gatineau,SO2,ppb,2012,0.25,2
Ottawa–Gatineau,SO2,ppb,2013,0.3,2
Ottawa–Gatineau,SO2,ppb,2014,0.4,2
Ottawa–Gatineau,SO2,ppb,2015,0.3,2
Ottawa–Gatineau,SO2,ppb,2016,0.1,2
Ottawa–Gatineau,SO2,ppb,2017,0.15,2
Ottawa–Gatineau,SO2,ppb,2018,0.15,2
Ottawa–Gatineau,SO2,ppb,2019,0.15,2
Ottawa–Gatineau,SO2,ppb,2020,0.1,2
Ottawa–Gatineau,SO2,ppb,2021,0.15,2
Ottawa–Gatineau,SO2,ppb,2022,0.3,1
Québec City,SO2,ppb,2005,2.3,1
Québec City,SO2,ppb,2006,2.1,1
Québec City,SO2,ppb,2007,1.4,1
Québec City,SO2,ppb,2008,0.9,1
Québec City,SO2,ppb,2009,0.9,1
Québec City,SO2,ppb,2010,0.6,1
Québec City,SO2,ppb,2011,0.7,1
Québec City,SO2,ppb,2012,0.9,1
Québec City,SO2,ppb,2013,0.6,1
Québec City,SO2,ppb,2014,0.7,1
Québec City,SO2,ppb,2015,0.3,1
Québec City,SO2,ppb,2016,0.2,1
Québec City,SO2,ppb,2017,0.3,1
Québec City,SO2,ppb,2018,0.3,1
Québec City,SO2,ppb,2019,0.3,1
Québec City,SO2,ppb,2020,0.2,2
Québec City,SO2,ppb,2021,0.2,2
Québec City,SO2,ppb,2022,0.2,2
Québec City,SO2,ppb,2023,0.15,2
Québec City,SO2,ppb,2024,0.2,2
Regina,SO2,ppb,2005,0.6,1
Regina,SO2,ppb,2006,0.7,1
Regina,SO2,ppb,2007,0.7,1
Regina,SO2,ppb,2008,0.3,1
Regina,SO2,ppb,2009,0.3,1
Regina,SO2,ppb,2010,0.3,1
Regina,SO2,ppb,2011,0.5,1
Regina,SO2,ppb,2012,0.7,1
Regina,SO2,ppb,2013,0.4,1
Regina,SO2,ppb,2014,0.5,1
Regina,SO2,ppb,2015,0.3,1
Regina,SO2,ppb,2017,0.3,1
Regina,SO2,ppb,2018,0.3,1
Regina,SO2,ppb,2019,0.4,1
Regina,SO2,ppb,2020,0.3,1
Regina,SO2,ppb,2021,0.3,1
Regina,SO2,ppb,2022,0.4,1
Regina,SO2,ppb,2023,0.4,1
Regina,SO2,ppb,2024,0.3,1
Saguenay,SO2,ppb,2005,12.3,1
Saguenay,SO2,ppb,2006,8.7,1
Saguenay,SO2,ppb,2007,6.7,1
Saguenay,SO2,ppb,2008,8.7,1
Saguenay,SO2,ppb,2009,4.5,1
Saguenay,SO2,ppb,2010,3.5,1
Saguenay,SO2,ppb,2011,4.7,1
Saguenay,SO2,ppb,2012,6.1,1
Saguenay,SO2,ppb,2013,5.4,1
Saguenay,SO2,ppb,2014,6.1,1
Saguenay,SO2,ppb,2015,5.4,1
Saguenay,SO2,ppb,2016,5.8,1
Saguenay,SO2,ppb,2017,6.3,1
Saguenay,SO2,ppb,2018,5.3,1
Saguenay,SO2,ppb,2019,5.5,1
Saguenay,SO2,ppb,2020,5.4,1
Saguenay,SO2,ppb,2021,4.9,1
Saguenay,SO2,ppb,2022,6.0,1
Saguenay,SO2,ppb,2023,5.7,1
Saguenay,SO2,ppb,2024,6.1,1
Saint John,SO2,ppb,2005,3.5,2
Saint John,SO2,ppb,2006,2.5,2
Saint John,SO2,ppb,2007,3.4,2
Saint John,SO2,ppb,2008,2.1,2
Saint John,SO2,ppb,2009,1.5,2
Saint John,SO2,ppb,2010,1.3,3
Saint John,SO2,ppb,2011,1.07,3
Saint John,SO2,ppb,2012,1.37,3
Saint John,SO2,ppb,2013,1.32,4
Saint John,SO2,ppb,2014,1.38,4
Saint John,SO2,ppb,2015,1.18,4
Saint John,SO2,ppb,2016,1.33,3
Saint John,SO2,ppb,2017,0.6,3
Saint John,SO2,ppb,2018,1.05,4
Saint John,SO2,ppb,2019,1.15,4
Saint John,SO2,ppb,2020,1.27,4
Saint John,SO2,ppb,2021,1.3,4
Saint John,SO2,ppb,2022,1.2,4
Saint John,SO2,ppb,2023,0.78,4
Saint John,SO2,ppb,2024,1.05,4
Saskatoon,SO2,ppb,2005,0.5,1
Saskatoon,SO2,ppb,2006,0.6,1
Saskatoon,SO2,ppb,2007,0.7,1
Saskatoon,SO2,ppb,2008,0.2,1
Saskatoon,SO2,ppb,2009,0.2,1
Saskatoon,SO2,ppb,2010,0.2,1
Saskatoon,SO2,ppb,2011,0.7,1
Saskatoon,SO2,ppb,2012,0.4,1
Saskatoon,SO2,ppb,2013,0.2,1
Saskatoon,SO2,ppb,2014,0.1,1
Saskatoon,SO2,ppb,2015,0.1,1
Saskatoon,SO2,ppb,2016,0.1,1
Saskatoon,SO2,ppb,2017,0.2,1
Saskatoon,SO2,ppb,2018,0.1,1
Saskatoon,SO2,ppb,2019,0.1,1
Saskatoon,SO2,ppb,2020,0.0,1
Saskatoon,SO2,ppb,2021,0.1,1
Saskatoon,SO2,ppb,2022,0.1,1
Saskatoon,SO2,ppb,2023,0.1,1
Saskatoon,SO2,ppb,2024,0.1,1
St. John's,SO2,ppb,2005,1.2,2
St. John's,SO2,ppb,2006,1.0,2
St. John's,SO2,ppb,2007,0.5,1
St. John's,SO2,ppb,2008,0.5,2
St. John's,SO2,ppb,2009,1.0,2
St. John's,SO2,ppb,2010,0.5,2
St. John's,SO2,ppb,2011,0.6,2
St. John's,SO2,ppb,2012,0.8,2
St. John's,SO2,ppb,2013,0.75,2
St. John's,SO2,ppb,2014,0.35,2
St. John's,SO2,ppb,2015,0.35,2
St. John's,SO2,ppb,2016,0.35,2
St. John's,SO2,ppb,2017,0.9,2
St. John's,SO2,ppb,2018,0.9,2
St. John's,SO2,ppb,2019,0.65,2
St. John's,SO2,ppb,2020,0.3,2
St. John's,SO2,ppb,2021,0.2,2
St. John's,SO2,ppb,2022,0.15,2
St. John's,SO2,ppb,2023,0.2,1
St. John's,SO2,ppb,2024,0.15,2
Sudbury,SO2,ppb,2005,2.8,1
Sudbury,SO2,ppb,2006,2.4,1
Sudbury,SO2,ppb,2007,2.3,1
Sudbury,SO2,ppb,2008,2.0,1
Sudbury,SO2,ppb,2009,1.1,1
Sudbury,SO2,ppb,2010,1.3,1
Sudbury,SO2,ppb,2011,1.5,1
Sudbury,SO2,ppb,2012,1.3,1
Sudbury,SO2,ppb,2013,2.9,1
Sudbury,SO2,ppb,2014,2.4,1
Sudbury,SO2,ppb,2015,2.5,1
Sudbury,SO2,ppb,2016,2.1,1
Sudbury,SO2,ppb,2017,1.4,1
Sudbury,SO2,ppb,2018,1.2,1
Sudbury,SO2,ppb,2019,1.2,1
Sudbury,SO2,ppb,2020,0.9,1
Sudbury,SO2,ppb,2021,0.9,1
Sudbury,SO2,ppb,2022,1.1,1
Sudbury,SO2,ppb,2023,1.0,1
Sudbury,SO2,ppb,2024,0.8,1
Toronto,SO2,ppb,2005,2.55,2
Toronto,SO2,ppb,2006,1.95,2
Toronto,SO2,ppb,2007,1.7,2
Toronto,SO2,ppb,2008,1.5,2
Toronto,SO2,ppb,2009,1.05,2
Toronto,SO2,ppb,2010,0.9,2
Toronto,SO2,ppb,2011,1.5,1
Toronto,SO2,ppb,2012,0.6,1
Toronto,SO2,ppb,2013,0.5,1
Toronto,SO2,ppb,2014,0.8,1
Toronto,SO2,ppb,2015,1.0,1
Toronto,SO2,ppb,2016,0.55,2
Toronto,SO2,ppb,2017,0.33,3
Toronto,SO2,ppb,2018,0.3,3
Toronto,SO2,ppb,2019,0.23,3
Toronto,SO2,ppb,2020,0.17,3
Toronto,SO2,ppb,2021,0.2,3
Toronto,SO2,ppb,2022,0.23,3
Toronto,SO2,ppb,2023,0.15,2
Toronto,SO2,ppb,2024,0.13,3
Vancouver,SO2,ppb,2005,1.72,13
Vancouver,SO2,ppb,2006,1.61,14
Vancouver,SO2,ppb,2007,1.39,14
Vancouver,SO2,ppb,2008,2.12,4
Vancouver,SO2,ppb,2009,2.0,4
Vancouver,SO2,ppb,2010,1.18,13
Vancouver,SO2,ppb,2011,1.11,14
Vancouver,SO2,ppb,2012,1.18,15
Vancouver,SO2,ppb,2013,0.89,15
Vancouver,SO2,ppb,2014,0.77,14
Vancouver,SO2,ppb,2015,0.5,3
Vancouver,SO2,ppb,2016,0.35,2
Vancouver,SO2,ppb,2017,0.47,3
Vancouver,SO2,ppb,2018,0.36,15
Vancouver,SO2,ppb,2019,0.3,4
Vancouver,SO2,ppb,2020,0.28,4
Vancouver,SO2,ppb,2021,0.33,4
Vancouver,SO2,ppb,2022,0.3,15
Vancouver,SO2,ppb,2023,0.29,14
Vancouver,SO2,ppb,2024,0.26,16
Victoria,SO2,ppb,2005,0.7,1
Victoria,SO2,ppb,2008,1.2,2
Victoria,SO2,ppb,2009,1.4,1
Victoria,SO2,ppb,2010,1.3,1
Victoria,SO2,ppb,2011,1.4,1
Victoria,SO2,ppb,2012,0.9,2
Victoria,SO2,ppb,2013,0.8,2
Victoria,SO2,ppb,2014,1.0,1
Victoria,SO2,ppb,2015,0.63,3
Victoria,SO2,ppb,2016,0.5,3
Victoria,SO2,ppb,2017,0.25,2
Victoria,SO2,ppb,2018,0.25,2
Victoria,SO2,ppb,2019,0.2,2
Victoria,SO2,ppb,2020,0.3,1
Victoria,SO2,ppb,2021,0.2,1
Victoria,SO2,ppb,2022,0.2,1
Victoria,SO2,ppb,2023,0.2,1
Victoria,SO2,ppb,2024,0.3,1
Windsor,SO2,ppb,2005,5.0,2
Windsor,SO2,ppb,2006,4.95,2
Windsor,SO2,ppb,2007,5.35,2
Windsor,SO2,ppb,2008,4.55,2
Windsor,SO2,ppb,2009,3.55,2
Windsor,SO2,ppb,2010,3.35,2
Windsor,SO2,ppb,2011,3.45,2
Windsor,SO2,ppb,2012,2.8,2
Windsor,SO2,ppb,2013,2.5,2
Windsor,SO2,ppb,2014,2.65,2
Windsor,SO2,ppb,2015,1.9,2
Windsor,SO2,ppb,2016,1.25,2
Windsor,SO2,ppb,2017,1.0,2
Windsor,SO2,ppb,2018,0.65,2
Windsor,SO2,ppb,2019,0.6,2
Windsor,SO2,ppb,2020,0.55,2
Windsor,SO2,ppb,2021,0.55,2
Windsor,SO2,ppb,2022,0.55,2
Windsor,SO2,ppb,2023,0.45,2
Windsor,SO2,ppb,2024,0.4,2
Winnipeg,SO2,ppb,2009,0.5,1
Winnipeg,SO2,ppb,2010,0.4,1
Winnipeg,SO2,ppb,2011,0.4,1
Winnipeg,SO2,ppb,2012,0.2,1
Winnipeg,SO2,ppb,2013,0.1,1
Winnipeg,SO2,ppb,2014,0.1,2
Winnipeg,SO2,ppb,2015,0.1,1
Winnipeg,SO2,ppb,2017,0.1,1
Winnipeg,SO2,ppb,2024,0.1,1
Yellowknife,SO2,ppb,2005,1.0,1
Yellowknife,SO2,ppb,2006,0.2,1
Yellowknife,SO2,ppb,2007,0.4,1
Yellowknife,SO2,ppb,2008,0.7,1
Yellowknife,SO2,ppb,2009,0.9,1
Yellowknife,SO2,ppb,2010,0.7,1
Yellowknife,SO2,ppb,2011,0.2,1
Yellowknife,SO2,ppb,2013,0.4,1
Yellowknife,SO2,ppb,2014,0.4,1
Yellowknife,SO2,ppb,2015,0.3,1
Yellowknife,SO2,ppb,2016,0.2,1
Yellowknife,SO2,ppb,2017,0.1,1
Yellowknife,SO2,ppb,2018,0.2,1
Yellowknife,SO2,ppb,2019,0.2,1
Yellowknife,SO2,ppb,2020,0.3,1
Yellowknife,SO2,ppb,2021,0.5,1
Yellowknife,SO2,ppb,2022,0.5,1
