country_code,year,govt_debt,country_name
AUS,2000,23.07117346642,Australia
AUS,2001,22.7347660787112,Australia
AUS,2002,20.4621010001418,Australia
AUS,2003,17.4282924903184,Australia
AUS,2004,15.2041825158771,Australia
AUS,2005,13.7220522768534,Australia
AUS,2006,12.4246135271737,Australia
AUS,2007,13.3617120346682,Australia
AUS,2008,15.8968885438903,Australia
AUS,2009,21.8609200150028,Australia
AUS,2010,24.6039686937097,Australia
AUS,2011,29.1133880822977,Australia
AUS,2012,33.292323889727,Australia
AUS,2013,34.889138899365,Australia
AUS,2014,38.656037575675,Australia
AUS,2015,40.5047006492826,Australia
AUS,2016,43.1251401864207,Australia
AUS,2017,44.2067668901648,Australia
AUS,2018,44.4227685165647,Australia
AUS,2019,46.5346728227031,Australia
AUS,2020,65.8651741683768,Australia
AUS,2021,62.8359120983288,Australia
AUS,2022,54.7894991141891,Australia
AUS,2023,55.283787710426,Australia
AUS,2024,57.5901826530165,Australia
AUS,2025,59.8125862939425,Australia
AUS,2026,61.2858670987536,Australia
CAN,2000,85.1467039638504,Canada
CAN,2001,85.8129401866072,Canada
CAN,2002,84.0375339073498,Canada
CAN,2003,80.5489871663371,Canada
CAN,2004,79.9345826367734,Canada
CAN,2005,77.8082288142151,Canada
CAN,2006,75.2711472106182,Canada
CAN,2007,71.3253988024043,Canada
CAN,2008,74.2430633882927,Canada
CAN,2009,86.6159581603911,Canada
CAN,2010,89.5657267977873,Canada
CAN,2011,92.5796885454462,Canada
CAN,2012,95.2032644465497,Canada
CAN,2013,92.1978586377059,Canada
CAN,2014,93.1636604979302,Canada
CAN,2015,99.6592212479546,Canada
CAN,2016,99.4562424248409,Canada
CAN,2017,96.1484433868173,Canada
CAN,2018,95.2518143290057,Canada
CAN,2019,96.698598654975,Canada
CAN,2020,128.589249308836,Canada
CAN,2021,117.819457074601,Canada
CAN,2022,98.4432849539213,Canada
CAN,2023,103.43341690576,Canada
CAN,2024,107.830563354518,Canada
CAN,2025,109.655287504992,Canada
CAN,2026,110.120374733856,Canada
CHE,2000,53.2431537552955,Switzerland
CHE,2001,51.3440192490292,Switzerland
CHE,2002,57.1411493347591,Switzerland
CHE,2003,56.3497890012166,Switzerland
CHE,2004,57.5725945675185,Switzerland
CHE,2005,54.8924964922611,Switzerland
CHE,2006,48.7255193025133,Switzerland
CHE,2007,45.1698888925095,Switzerland
CHE,2008,45.277742321914,Switzerland
CHE,2009,43.66532367566,Switzerland
CHE,2010,42.2980136071962,Switzerland
CHE,2011,42.6281066754727,Switzerland
CHE,2012,43.0474953236988,Switzerland
CHE,2013,42.2601774945848,Switzerland
CHE,2014,42.1983895721608,Switzerland
CHE,2015,42.2703875596239,Switzerland
CHE,2016,41.1071529493842,Switzerland
CHE,2017,41.8209457866824,Switzerland
CHE,2018,39.4892350157136,Switzerland
CHE,2019,39.288469028033,Switzerland
CHE,2020,43.0773816869926,Switzerland
CHE,2021,40.1324003199513,Switzerland
CHE,2022,36.1107138049992,Switzerland
CHE,2023,37.8664848578426,Switzerland
CHE,2024,38.98420109165,Switzerland
CHE,2025,38.3263739937316,Switzerland
