country_code,year,current_account,country_name
AUS,2000,-4.01565797456527,Australia
AUS,2001,-2.27605769217634,Australia
AUS,2002,-3.82530731107748,Australia
AUS,2003,-5.34935849283375,Australia
AUS,2004,-6.31280037386058,Australia
AUS,2005,-5.9466170080695,Australia
AUS,2006,-5.8888436857134,Australia
AUS,2007,-6.7617772637616,Australia
AUS,2008,-4.74331756474006,Australia
AUS,2009,-4.6346976503546,Australia
AUS,2010,-3.64785353424802,Australia
AUS,2011,-3.0033159832837,Australia
AUS,2012,-4.35633633684953,Australia
AUS,2013,-3.38197127642572,Australia
AUS,2014,-3.10311570365737,Australia
AUS,2015,-4.74572049151693,Australia
AUS,2016,-3.44410252561264,Australia
AUS,2017,-2.87165926508392,Australia
AUS,2018,-2.60907355791261,Australia
AUS,2019,-0.0750869565868752,Australia
AUS,2020,1.61305784706979,Australia
AUS,2021,2.27475987413062,Australia
AUS,2022,0.240344484397106,Australia
AUS,2023,-0.441725019239714,Australia
AUS,2024,-2.24668629447657,Australia
AUS,2025,-2.61400075148981,Australia
AUS,2026,-2.83346485355057,Australia
CAN,2000,2.55010754282501,Canada
CAN,2001,2.21293564330916,Canada
CAN,2002,1.73528559245502,Canada
CAN,2003,1.2310051348997,Canada
CAN,2004,2.34508295457693,Canada
CAN,2005,1.92734895433986,Canada
CAN,2006,1.44487118837047,Canada
CAN,2007,0.823307415217845,Canada
CAN,2008,0.147190081597257,Canada
CAN,2009,-2.90924781109554,Canada
CAN,2010,-3.56226231177013,Canada
CAN,2011,-2.71196682417704,Canada
CAN,2012,-3.53420340728798,Canada
CAN,2013,-3.14160043359249,Canada
CAN,2014,-2.3199181111014,Canada
CAN,2015,-3.49510485364801,Canada
CAN,2016,-3.08827050631069,Canada
CAN,2017,-2.80280532793681,Canada
CAN,2018,-2.37691077638745,Canada
CAN,2019,-1.9529617304564,Canada
CAN,2020,-2.01695363307887,Canada
CAN,2021,-0.0192442833041327,Canada
CAN,2022,-0.458110042075161,Canada
CAN,2023,-0.688992078446016,Canada
CAN,2024,-0.481574855937732,Canada
CAN,2025,-0.937423403674774,Canada
CAN,2026,-0.780687196060538,Canada
CHE,2000,11.1849258982525,Switzerland
CHE,2001,7.07260947292743,Switzerland
CHE,2002,7.19669702300767,Switzerland
CHE,2003,11.1104555092839,Switzerland
CHE,2004,12.3994055559674,Switzerland
CHE,2005,11.1839825485585,Switzerland
CHE,2006,12.5713719997439,Switzerland
CHE,2007,8.68426216095467,Switzerland
CHE,2008,1.61479067589002,Switzerland
CHE,2009,6.00556929041889,Switzerland
CHE,2010,13.4669786085142,Switzerland
CHE,2011,6.8165509551265,Switzerland
CHE,2012,9.2670980827911,Switzerland
CHE,2013,10.1240870025747,Switzerland
CHE,2014,7.38376785707196,Switzerland
CHE,2015,9.02647845775795,Switzerland
CHE,2016,7.10961711294806,Switzerland
CHE,2017,5.2325586455404,Switzerland
CHE,2018,6.00101698460462,Switzerland
CHE,2019,4.01994009916463,Switzerland
CHE,2020,0.552810231792009,Switzerland
CHE,2021,7.43585949584047,Switzerland
CHE,2022,8.95240644089594,Switzerland
CHE,2023,5.83176573504747,Switzerland
CHE,2024,8.92380588958852,Switzerland
CHE,2025,7.10887581794615,Switzerland
CHE,2026,4.23200202967723,Switzerland
DEU,2000,-1.82216496297451,Germany
DEU,2001,-0.408467374009649,Germany
DEU,2002,1.8306769732987,Germany
