country_code,country_name,year,investment_pct_gdp
AUS,Australia,2000,25.8919654195344
AUS,Australia,2001,23.1582021660242
AUS,Australia,2002,24.2554623623273
AUS,Australia,2003,26.007030943111
AUS,Australia,2004,26.5880659201753
AUS,Australia,2005,26.9676243082002
AUS,Australia,2006,27.7412866557676
AUS,Australia,2007,27.3471755803552
AUS,Australia,2008,28.1494081563949
AUS,Australia,2009,27.5129887832226
AUS,Australia,2010,26.9461352407809
AUS,Australia,2011,25.9432868336906
AUS,Australia,2012,27.3175908517662
AUS,Australia,2013,27.7286395572248
AUS,Australia,2014,26.7582301625395
AUS,Australia,2015,26.1113805788248
AUS,Australia,2016,25.2841043930064
AUS,Australia,2017,23.9744250133026
AUS,Australia,2018,24.3863880116543
AUS,Australia,2019,23.3219874334142
AUS,Australia,2020,22.7279354612304
AUS,Australia,2021,22.5826306071239
AUS,Australia,2022,23.1156890618434
AUS,Australia,2023,23.1932473759349
AUS,Australia,2024,24.0919767539482
CAN,Canada,2000,19.5993356617119
CAN,Canada,2001,20.1517646904638
CAN,Canada,2002,19.974918048031
CAN,Canada,2003,20.0124009557343
CAN,Canada,2004,20.8745968478518
CAN,Canada,2005,21.8374293828034
CAN,Canada,2006,22.8852031372989
CAN,Canada,2007,23.3389957278501
CAN,Canada,2008,23.4690170424371
CAN,Canada,2009,22.3069697467248
CAN,Canada,2010,23.4612369646456
CAN,Canada,2011,23.5104953995433
CAN,Canada,2012,24.4941864760659
CAN,Canada,2013,24.1872120842224
CAN,Canada,2014,24.3893293738975
CAN,Canada,2015,23.8505819310485
CAN,Canada,2016,22.7723764559748
CAN,Canada,2017,22.6963325471202
CAN,Canada,2018,22.676090231483
CAN,Canada,2019,22.579977290439
CAN,Canada,2020,23.1842365277416
CAN,Canada,2021,23.789323664906
CAN,Canada,2022,22.9501146990116
CAN,Canada,2023,22.8530818287483
CAN,Canada,2024,22.5959576167528
CHE,Switzerland,2000,27.5120429964422
CHE,Switzerland,2001,26.8655927957923
CHE,Switzerland,2002,27.0789344139005
CHE,Switzerland,2003,26.5300649108016
CHE,Switzerland,2004,27.3118645096356
CHE,Switzerland,2005,27.2629980573135
CHE,Switzerland,2006,27.0602553682072
CHE,Switzerland,2007,27.2072576671874
CHE,Switzerland,2008,26.7342723602729
CHE,Switzerland,2009,25.2148516664776
CHE,Switzerland,2010,25.1886290060014
CHE,Switzerland,2011,25.5188489817761
CHE,Switzerland,2012,26.2689032426508
CHE,Switzerland,2013,26.2276028874151
CHE,Switzerland,2014,26.4181898920957
CHE,Switzerland,2015,26.4112041073284
CHE,Switzerland,2016,26.4998168152161
CHE,Switzerland,2017,27.1488889494665
CHE,Switzerland,2018,26.6026939426771
CHE,Switzerland,2019,26.6222041866252
CHE,Switzerland,2020,26.9939096017202
CHE,Switzerland,2021,26.2560766763758
CHE,Switzerland,2022,25.6510388708704
CHE,Switzerland,2023,25.8242433719251
CHE,Switzerland,2024,25.0546188527537
DEU,Germany,2000,22.8829484518656
DEU,Germany,2001,21.5433631059471
DEU,Germany,2002,19.8867030080599
DEU,Germany,2003,19.2638822568625
DEU,Germany,2004,18.8314639081743
DEU,Germany,2005,18.7644203275559
DEU,Germany,2006,19.4624059220668
DEU,Germany,2007,19.7151702055684
DEU,Germany,2008,19.9630399184329
DEU,Germany,2009,18.8381977329318
DEU,Germany,2010,19.1861612229759
DEU,Germany,2011,20.0081182128282
DEU,Germany,2012,19.9663127661399
DEU,Germany,2013,19.5771468839831
DEU,Germany,2014,19.782574460457
DEU,Germany,2015,19.7477510746575
DEU,Germany,2016,20.0438468833034
DEU,Germany,2017,20.1339289732412
DEU,Germany,2018,20.8175234345652
DEU,Germany,2019,21.1522978107472
DEU,Germany,2020,21.3426763110307
DEU,Germany,2021,21.181504152251
DEU,Germany,2022,21.6010467765749
DEU,Germany,2023,21.1916877404125
DEU,Germany,2024,20.4603173503166
DNK,Denmark,2000,21.4595866119596
DNK,Denmark,2001,21.2637917919829
DNK,Denmark,2002,20.5871139257349
DNK,Denmark,2003,20.6976456717052
DNK,Denmark,2004,20.6579399200817
DNK,Denmark,2005,21.1723797337583
DNK,Denmark,2006,23.2747647050451
DNK,Denmark,2007,23.4983863063468
DNK,Denmark,2008,22.9393877468768
DNK,Denmark,2009,20.1024313779465
DNK,Denmark,2010,17.9939144621449
DNK,Denmark,2011,18.1475309529928
DNK,Denmark,2012,18.7986435638088
DNK,Denmark,2013,18.8065381186482
DNK,Denmark,2014,19.334256991948
DNK,Denmark,2015,19.8029126025869
DNK,Denmark,2016,20.9848820610106
DNK,Denmark,2017,21.2303828701723
DNK,Denmark,2018,21.7629454283236
DNK,Denmark,2019,21.3534089903591
DNK,Denmark,2020,22.1844244807288
DNK,Denmark,2021,23.206237827405
DNK,Denmark,2022,23.0897420855077
DNK,Denmark,2023,23.5305356705048
DNK,Denmark,2024,23.3320384051141
FIN,Finland,2000,23.0668836977402
FIN,Finland,2001,22.8776112797605
FIN,Finland,2002,21.6087308003234
FIN,Finland,2003,21.7883649498398
FIN,Finland,2004,22.2601596310972
FIN,Finland,2005,22.9209429997692
FIN,Finland,2006,22.7685828498042
FIN,Finland,2007,24.1971784303348
FIN,Finland,2008,24.4953745888094
FIN,Finland,2009,22.9565025999395
FIN,Finland,2010,22.8209857186136
FIN,Finland,2011,22.9086033745668
FIN,Finland,2012,23.3149347732785
FIN,Finland,2013,22.3315331429947
FIN,Finland,2014,21.7167423672002
FIN,Finland,2015,21.4199398645048
FIN,Finland,2016,23.0524251681601
FIN,Finland,2017,23.6891760789654
FIN,Finland,2018,24.5932601711908
FIN,Finland,2019,24.4207984303071
FIN,Finland,2020,24.6561782162302
FIN,Finland,2021,24.4207361193742
FIN,Finland,2022,24.6641741973059
FIN,Finland,2023,23.3397349439981
FIN,Finland,2024,21.9949775875751
FRA,France,2000,20.8814379037151
FRA,France,2001,20.8602882389306
FRA,France,2002,20.3363313536887
FRA,France,2003,20.4989506339345
FRA,France,2004,20.8372793779546
FRA,France,2005,21.2552645424979
FRA,France,2006,21.8977868505057
FRA,France,2007,22.5857089020594
FRA,France,2008,22.9330135074895
FRA,France,2009,21.4495235712121
FRA,France,2010,21.4821676799635
